,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,desc,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min
0,0.7513020833333334,0.625,0.9976365546218487,0.6536239495798319,word,0.7469730664689893,0.6240796763996057,0.9976364827426069,0.6501953688817295,TASK3_A_word,0.7491912348165781,0.6370666959192628,0.9976414261565012,0.6603415292536527,0.7607793037368253,0.6414141414141414,0.9976327778137917,0.6538884433951204
1,0.76171875,0.625,0.9803046218487395,0.6095063025210085,word,0.7578560168155544,0.5858970134499596,0.9803010884821168,0.5835316876161102,TASK3_A_word,0.7579416019724108,0.597931145951188,0.9805022510830397,0.6445332014796908,0.7698533382599551,0.5861069266407072,0.9802656550677047,0.6088546782776411
2,0.7565104166666666,0.66015625,0.9553571428571429,0.6394432773109243,word,0.7479057108273894,0.6579986794130042,0.9553568349915909,0.6390160720638914,TASK3_A_word,0.7577922750336543,0.6653413261561048,0.9553894875062758,0.6401931105603699,0.7644372056792834,0.6722692348546542,0.9553668763102725,0.63949906860491
3,0.7721354166666666,0.6471354166666666,0.9398634453781513,0.633140756302521,word,0.7624598134673268,0.6471204596820272,0.9398594597494894,0.6287741459614056,TASK3_A_word,0.7626050420168067,0.6688775063479555,0.9399275494269618,0.6391627911816711,0.7667088258777477,0.6635376995202329,0.9398485486695736,0.6328052676005054
4,0.76953125,0.6119791666666666,0.8587184873949579,0.6226365546218487,word,0.7649690944456451,0.6090922134087602,0.8583806134381031,0.6218918302083642,TASK3_A_word,0.7686430068312331,0.6155940442808938,0.8627243637312177,0.6237903831496492,0.780229958479719,0.6205643876358744,0.8585505164313809,0.6227573940242045
5,0.7408854166666666,0.6484375,0.9978991596638656,0.6601890756302521,word,0.7372115153815904,0.6365032729351039,0.9978991225747225,0.6576491251472909,TASK3_A_word,0.7473621389353067,0.6378028485595106,0.9978972003220817,0.6644820507230579,0.7565359477124183,0.6356057168784028,0.9979015953888615,0.6598388150345145
6,0.7578125,0.6705729166666666,0.998686974789916,0.6617647058823529,word,0.7539682539682541,0.6414148963852486,0.9986869674554815,0.6557340964120626,TASK3_A_word,0.7537559371326452,0.6534695282192466,0.9986855941114616,0.6737009117719255,0.7644513684806855,0.6389512445561732,0.9986917844060701,0.6616264097106597
7,0.7578125,0.6184895833333334,0.9926470588235294,0.648109243697479,word,0.7523559882668663,0.6150112490269377,0.9926465395480226,0.647804576376005,TASK3_A_word,0.750599520383693,0.621058524173028,0.9926988611282777,0.6486235119047619,0.7603321622484829,0.6267728732626552,0.9926292745793832,0.648109243697479
8,0.75,0.63671875,0.9650735294117647,0.6541491596638656,word,0.7423899371069183,0.6143405585683199,0.9650694801217421,0.6485416485773892,TASK3_A_word,0.7405750842963076,0.6175454204563,0.965123914588548,0.6653710825144987,0.7483551580964548,0.6130846277905102,0.9650450049337291,0.6545537049194798
9,0.7734375,0.6015625,0.8836659663865546,0.6299894957983193,word,0.7706943414875216,0.5499862128128925,0.8835195712604589,0.6225957012050904,TASK3_A_word,0.7721442573135908,0.5657082332274148,0.8853280034362594,0.6405468744161715,0.7841234996282265,0.5542837223530416,0.8835630230774748,0.6296982235462871
10,0.76171875,0.6302083333333334,0.8432247899159664,0.6265756302521008,word,0.7560571740998203,0.6290990715233139,0.843211544783977,0.624574758832412,TASK3_A_word,0.7613951145807101,0.6419061447004356,0.860825288199112,0.6295128240918941,0.7735470085470085,0.6462380058775625,0.8432478208098864,0.6266922137135893
11,0.74609375,0.6614583333333334,0.9984243697478992,0.6228991596638656,word,0.7428928651950235,0.6004993757802747,0.9984243171558262,0.5947269249605421,TASK3_A_word,0.7485589359549722,0.6488011848056678,0.9984314686126828,0.6680014153200413,0.7592465389654073,0.6056618253133615,0.9984193692096983,0.6219382445001844
12,0.73828125,0.6041666666666666,0.9860819327731093,0.6336659663865546,word,0.7365081803517934,0.6027414974783396,0.9860813328663065,0.6172338441267808,TASK3_A_word,0.7426187419768935,0.6550387596899225,0.9860830769918294,0.6626869117273171,0.7526737967914439,0.6446234119782214,0.9860797247613289,0.6343251921283909
13,0.7526041666666666,0.640625,0.9774159663865546,0.6528361344537815,word,0.7459822298972231,0.6360614530894806,0.9774154617690101,0.6519327497291753,TASK3_A_word,0.7603825512591166,0.6390313390313391,0.9774661331280837,0.654572389580993,0.7671089779785432,0.6453039927404718,0.9774187186139305,0.6529180264740744
14,0.7565104166666666,0.5950520833333334,0.9863445378151261,0.6102941176470589,word,0.7533451838112167,0.5924811850476794,0.9863445039138455,0.5894518587401106,TASK3_A_word,0.7544778549717759,0.647101242324718,0.9863472812072783,0.6400308516780205,0.7656091774953087,0.641254298951198,0.9863553307557862,0.6111307423906264
15,0.7708333333333334,0.58984375,0.8576680672268907,0.6215861344537815,word,0.7683194383501535,0.581093085230726,0.8575618245018926,0.6209901835625387,TASK3_A_word,0.7705672917161168,0.5832794517005043,0.8605619321541853,0.622650860536235,0.7825231030697872,0.5875801649106733,0.8577457022264482,0.6217874644668405
16,0.76171875,0.5846354166666666,0.84375,0.6068802521008403,word,0.7564460926601451,0.5841948136368188,0.8436925577427807,0.592179071099256,TASK3_A_word,0.7545766629510842,0.6231316987226545,0.858094999741098,0.6264837871011513,0.7645148968678381,0.6190460981582029,0.8437218895362388,0.6077912960482851
17,0.7291666666666666,0.6302083333333334,0.9926470588235294,0.6449579831932774,word,0.7250476774046968,0.6295652173913042,0.9926469594366273,0.6350967199064881,TASK3_A_word,0.7393748455646159,0.6600829725829727,0.9926453307146128,0.6634947324564013,0.7469638494494211,0.6505013177697542,0.9926491358155465,0.6454824312172085
18,0.7369791666666666,0.6080729166666666,0.998686974789916,0.6551995798319328,word,0.7289727463312369,0.6003146747352497,0.9986869594871142,0.6347338935574229,TASK3_A_word,0.7270365867138278,0.6641246774412604,0.9986842105263158,0.6570530835284933,0.7348570780399275,0.6657791311121339,0.9986931521170936,0.6553909102670304
19,0.77734375,0.6588541666666666,0.9939600840336135,0.6446953781512605,word,0.7688762176288905,0.648469601677149,0.9939600836170923,0.6446775150714115,TASK3_A_word,0.7673064413466044,0.6474521940974909,0.9939604961360913,0.6446956017959735,0.7709278584392014,0.6513157894736843,0.9939609049070786,0.6446794366072857
20,0.76953125,0.6380208333333334,0.9719012605042017,0.6449579831932774,word,0.7637282487711463,0.6379987385297767,0.9719008245084924,0.6442820121011728,TASK3_A_word,0.7621525764758039,0.6682905982905982,0.9719073817224055,0.6462174069241968,0.7715771548891731,0.6671335200746966,0.9718976186358181,0.6450524109014675
21,0.7591145833333334,0.5703125,0.8873424369747899,0.6150210084033614,word,0.7474577807639189,0.5698924731182795,0.8873414969150202,0.6001658202328761,TASK3_A_word,0.7476043452588446,0.6054937265705496,0.8873400884418462,0.6365826116256409,0.7496193747123181,0.6022306412208335,0.8873459650795332,0.6158417633246827
22,0.7786458333333334,0.5846354166666666,0.9094012605042017,0.6176470588235294,word,0.7732939746483765,0.579235901795605,0.9092469958480169,0.5877178397565531,TASK3_A_word,0.7709914253622989,0.65006105006105,0.9118667616029803,0.635499942336524,0.7805127041742287,0.633795942619472,0.909280366767995,0.6182158225753062
23,0.74609375,0.58203125,0.9965861344537815,0.6273634453781513,word,0.7400609232211199,0.5798765846567564,0.9965861229179187,0.6076779236280748,TASK3_A_word,0.7382475412979754,0.6257947602775189,0.9965861344537815,0.6603152381357612,0.7468806715063521,0.6240358439201452,0.996592846619204,0.6278368090036412
24,0.7278645833333334,0.5794270833333334,0.9719012605042017,0.6179096638655462,word,0.7245280698518108,0.575592605582597,0.9719012120609021,0.594170292404617,TASK3_A_word,0.7303088527840202,0.6463732773776442,0.9719211743844887,0.6560958302786752,0.7402117338809616,0.6283787624705114,0.9719114110125509,0.6189368059601363
25,0.7591145833333334,0.6419270833333334,0.9852941176470589,0.6499474789915967,word,0.7535895830551215,0.6412647455986139,0.98529178070098,0.6487211041976537,TASK3_A_word,0.7517985611510791,0.6575727513227514,0.9855648477822858,0.6524346809311328,0.761880737856351,0.6623336527201107,0.9852819641996109,0.6501734954555196
