,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,desc,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min
0,0.7552083333333334,0.5794270833333334,0.9724264705882353,0.6299894957983193,word,0.7432114223110687,0.573438249622126,0.9724207173220781,0.599101438587407,TASK3_A_word,0.74445087820884,0.6584600244332836,0.9726989923581524,0.6893830553771862,0.7421520376730517,0.6325668050676035,0.9723906123282154,0.6305754165287433
1,0.7604166666666666,0.6302083333333334,0.991859243697479,0.6517857142857143,word,0.7586341183463485,0.5736927885864559,0.9918587041582279,0.6372609053592544,TASK3_A_word,0.7642018643872168,0.6090510195302418,0.9919653733402312,0.6788196482448703,0.7755620861806465,0.5807810784973267,0.9918517868748089,0.6508543819747402
2,0.7473958333333334,0.625,0.9262079831932774,0.6620273109243697,word,0.7375,0.6239799804156241,0.9261539565728829,0.661536807767588,TASK3_A_word,0.7358855158507898,0.6544494796075893,0.9273454200246956,0.6626413167279979,0.7443284936479129,0.6537407499203343,0.9261676643568215,0.6620892640406046
3,0.7513020833333334,0.6223958333333334,0.9296218487394958,0.6554621848739496,word,0.7440817330590754,0.6209150326797386,0.9296019636928728,0.6423175202914326,TASK3_A_word,0.7583847506118369,0.6614388881318981,0.929994049813142,0.6588418420939819,0.7657100725952812,0.6642468239564429,0.9295841239813295,0.655664275634087
4,0.7057291666666666,0.5950520833333334,0.6959033613445378,0.6286764705882353,word,0.6967714884696017,0.593258438446723,0.6949579134361563,0.6135244396709012,TASK3_A_word,0.7041834580694684,0.6489018087855297,0.701971844755108,0.6548318728575184,0.7005982905982906,0.6158702963386002,0.6957619612318358,0.6298414248454178
5,0.69921875,0.4609375,0.710609243697479,0.5680147058823529,word,0.684290887736126,0.39473223328028506,0.7105995842867567,0.5073128347803066,TASK3_A_word,0.6856523452897123,0.3911906609534735,0.7106559057283981,0.569481603076917,0.6913184641445511,0.4081196581196581,0.7106201107964318,0.5683517437786818
6,0.7591145833333334,0.6002604166666666,0.9889705882352942,0.6370798319327731,word,0.7548751516071652,0.5971947688076058,0.9889698093220338,0.6166051213189354,TASK3_A_word,0.7585426743641754,0.6654931821078118,0.9890503124993965,0.6767065446868403,0.7708055026575334,0.647471521345683,0.988955340559987,0.6381864399532707
7,0.7096354166666666,0.5859375,0.9419642857142857,0.6538865546218487,word,0.7072725501356264,0.5830419580419581,0.9419296498154353,0.6464025371940211,TASK3_A_word,0.7127939729188584,0.6454545454545455,0.942602221279004,0.6688240985167845,0.722266333938294,0.6306715063520871,0.9418414437109367,0.6542731127821955
8,0.7604166666666666,0.625,0.8198529411764706,0.6546743697478992,word,0.7465435522943511,0.6199874832549744,0.8198111398516985,0.6544408094837487,TASK3_A_word,0.7641988950276243,0.6544494796075893,0.820080611766005,0.6549873077497388,0.7578266787658803,0.6445431715836576,0.8198245614035088,0.6546106122408446
9,0.7265625,0.6223958333333334,0.7376575630252101,0.6257878151260504,word,0.7163100607203416,0.5664355549608169,0.736834193502194,0.5975311625203787,TASK3_A_word,0.7161458333333334,0.6433380645630891,0.743513355394263,0.6739256384940953,0.7254477548595195,0.5836702899833587,0.7375433079554231,0.6253718753163613
10,0.6966145833333334,0.5416666666666666,0.6927521008403361,0.5963760504201681,word,0.6854002907881342,0.5259126238109936,0.6925138450759398,0.5478942101545243,TASK3_A_word,0.6876525096525097,0.5752803462522132,0.7086320191158901,0.6383795000751056,0.6865928189457601,0.5543170446076866,0.6927376721104818,0.5974139215156213
11,0.73046875,0.6276041666666666,0.711922268907563,0.6192226890756303,word,0.7075491308850825,0.5642201930908566,0.7073597301136363,0.5823121100439959,TASK3_A_word,0.7211853193119298,0.6228151874638839,0.7341566606175031,0.643394255566506,0.7026429219600725,0.5804578915953728,0.7115971532605098,0.6181381437048279
12,0.75,0.65625,0.9642857142857143,0.6843487394957983,word,0.7426255489384281,0.6526672833795868,0.9642831920903955,0.6843444729580734,TASK3_A_word,0.7404100529100529,0.65625,0.9645182610567391,0.6843802027943187,0.747960662820112,0.6570440108892922,0.964329643296433,0.684363113557327
13,0.74609375,0.6666666666666666,0.9235819327731093,0.6533613445378151,word,0.7373948814080034,0.6418928272194091,0.9235259834971847,0.6443545846827156,TASK3_A_word,0.735640406059403,0.6494548758328286,0.9247492748992743,0.6691094801223242,0.7440449183303086,0.6396316102198455,0.9235545397069191,0.6525435324000667
14,0.7630208333333334,0.6419270833333334,0.7773109243697479,0.6533613445378151,word,0.7564657425411362,0.641264745598614,0.7769920265898203,0.6511673419081367,TASK3_A_word,0.7541231445849368,0.6564951149029861,0.7813912530848286,0.6577440436534374,0.7627689509137936,0.6610664589455795,0.7772532713304372,0.6536177513944135
15,0.7096354166666666,0.3971354166666667,0.7213760504201681,0.5021008403361344,word,0.6948596290865423,0.28772512484400753,0.7177263922729615,0.34476556116087004,TASK3_A_word,0.6963101696374753,0.30078125,0.7334496020190084,0.5885002649708533,0.7006493506493506,0.49888113868923273,0.7213760504201681,0.5031325168266578
16,0.7005208333333334,0.6380208333333334,0.6880252100840336,0.6239495798319328,word,0.6763275627309862,0.6134069981583794,0.6879424874905324,0.5940841519125404,TASK3_A_word,0.6926433566433567,0.6481706283272863,0.7020617333214082,0.6447498893315626,0.683842037354316,0.6216552318638846,0.6881057677029818,0.6236711121997831
17,0.7200520833333334,0.5755208333333334,0.6919642857142857,0.5509453781512605,word,0.7003348366196928,0.40632261858466673,0.6917474376431223,0.48373216560580246,TASK3_A_word,0.7086124760868749,0.44884549412851305,0.707355398861671,0.6024200026529622,0.6966938290467702,0.48627270474099776,0.6919116186693148,0.5496262654934242
18,0.7356770833333334,0.6393229166666666,0.7657563025210085,0.6255252100840336,word,0.7190184823061881,0.5868323299602921,0.7621950826774111,0.5914079928416582,TASK3_A_word,0.7249751060298728,0.6291494632535095,0.7815416524664964,0.6521714596073951,0.7157499363381716,0.5938311688311688,0.7652556361774623,0.6249709325660358
19,0.7213541666666666,0.5807291666666666,0.8177521008403361,0.6179096638655462,word,0.7080408151664156,0.5779787706065053,0.817709812036558,0.5923798551497114,TASK3_A_word,0.7114698775387269,0.6369664902998236,0.8187038542008888,0.6570378151260505,0.7195165278685729,0.59464391817333,0.8177977381053854,0.6177783938331933
20,0.7356770833333334,0.61328125,0.7817752100840336,0.6449579831932774,word,0.716554881294581,0.6129340992202548,0.7816276142060801,0.6391770987080669,TASK3_A_word,0.733912483912484,0.6305052239477675,0.7825390722780096,0.6555821665438467,0.7195906950394788,0.6333290892114422,0.7817752100840336,0.6453632647206484
